ano;disciplina;conteudo
3º ANO ENSINO MÉDIO;FÍSICA; Dinâmica do Movimento Circular e Uniforme (MCU)
3º ANO ENSINO MÉDIO;FÍSICA; Dinâmica do Movimento Circular e Uniforme (MCU)
3º ANO ENSINO MÉDIO;FÍSICA; Energia e suas transformações
3º ANO ENSINO MÉDIO;FÍSICA; Trabalho de uma força constante em deslocamentos retilíneos
3º ANO ENSINO MÉDIO;FÍSICA; Teorema da energia cinética (TEC)
3º ANO ENSINO MÉDIO;FÍSICA; Teorema da energia mecânica (TEM)
3º ANO ENSINO MÉDIO;FÍSICA; Potência e rendimento
3º ANO ENSINO MÉDIO;FÍSICA; Potência de uma força constante
3º ANO ENSINO MÉDIO;FÍSICA; Queda livre e lançamento vertical
3º ANO ENSINO MÉDIO;FÍSICA; Lançamento horizontal
3º ANO ENSINO MÉDIO;FÍSICA; Leis de Kepler
3º ANO ENSINO MÉDIO;FÍSICA; Lei da gravitação universal de Newton
3º ANO ENSINO MÉDIO;FÍSICA; Campo gravitacional
3º ANO ENSINO MÉDIO;FÍSICA; Órbita circular
3º ANO ENSINO MÉDIO;FÍSICA; Estática do ponto material e do corpo extenso
3º ANO ENSINO MÉDIO;FÍSICA; Estática do ponto material e do corpo extenso
3º ANO ENSINO MÉDIO;FÍSICA; Equação fundamental da dinâmica para valores médios
3º ANO ENSINO MÉDIO;FÍSICA; Sistemas isolados: conceito e aplicações
3º ANO ENSINO MÉDIO;FÍSICA; Colisões frontais
3º ANO ENSINO MÉDIO;FÍSICA; Hidrostática: conceitos gerais
3º ANO ENSINO MÉDIO;FÍSICA; Hidrostática: Teorema de Stevin
3º ANO ENSINO MÉDIO;FÍSICA; Hidrostática: Princípio de Pascal
3º ANO ENSINO MÉDIO;FÍSICA; Hidrostática: empuxo e o Princípio de Arquimedes
3º ANO ENSINO MÉDIO;FÍSICA; Hidrostática: empuxo e o Princípio de Arquimedes
3º ANO ENSINO MÉDIO;FÍSICA; Ímãs e suas propriedades
3º ANO ENSINO MÉDIO;FÍSICA; Campo magnético gerado por corrente elétrica
3º ANO ENSINO MÉDIO;FÍSICA; Força magnética e trajetória de carga lançada em campo magnético
3º ANO ENSINO MÉDIO;FÍSICA; Força magnética e trajetória de carga lançada em campo magnético
3º ANO ENSINO MÉDIO;FÍSICA; Indução eletromagnética
3º ANO ENSINO MÉDIO;FÍSICA;Física B
3º ANO ENSINO MÉDIO;FÍSICA; Óptica geométrica: conceitos iniciais
3º ANO ENSINO MÉDIO;FÍSICA; Leis da reflexão da luz e estudo do espelho plano
3º ANO ENSINO MÉDIO;FÍSICA; Estudo da refração – parte I
3º ANO ENSINO MÉDIO;FÍSICA; Estudo da refração – parte II
3º ANO ENSINO MÉDIO;FÍSICA; Ângulo limite e o fenômeno da reflexão total
3º ANO ENSINO MÉDIO;FÍSICA; Estudo das lentes esféricas
3º ANO ENSINO MÉDIO;FÍSICA; Estudo analítico das lentes esféricas
3º ANO ENSINO MÉDIO;FÍSICA; Calor e mecanismos de transferência
3º ANO ENSINO MÉDIO;FÍSICA; Quantidade de calor (Q)
3º ANO ENSINO MÉDIO;FÍSICA; Sistema termicamente isolado
3º ANO ENSINO MÉDIO;FÍSICA; Energia interna de um gás ideal
3º ANO ENSINO MÉDIO;FÍSICA; Trabalho da força de pressão de um gás
3º ANO ENSINO MÉDIO;FÍSICA; 1ª Lei da Termodinâmica
3º ANO ENSINO MÉDIO;FÍSICA; Cargas elétricas e eletrização por atrito
3º ANO ENSINO MÉDIO;FÍSICA; Força elétrica
3º ANO ENSINO MÉDIO;FÍSICA; Campo elétrico
3º ANO ENSINO MÉDIO;FÍSICA; Corrente elétrica
3º ANO ENSINO MÉDIO;FÍSICA; Potência elétrica
3º ANO ENSINO MÉDIO;FÍSICA; 1ª Lei de Ohm
3º ANO ENSINO MÉDIO;FÍSICA; 2ª Lei de Ohm
3º ANO ENSINO MÉDIO;FÍSICA; Associação de resistores em série
3º ANO ENSINO MÉDIO;FÍSICA; Associação de resistores em paralelo
3º ANO ENSINO MÉDIO;FÍSICA; Geradores, circuitos simples e Lei de Poulliet
3º ANO ENSINO MÉDIO;FÍSICA; Ondulatória: descrição e classificação de onda
3º ANO ENSINO MÉDIO;FÍSICA; Equação fundamental da ondulatória
3º ANO ENSINO MÉDIO;QUÍMICA; Propriedades físicas, substâncias puras e misturas
3º ANO ENSINO MÉDIO;QUÍMICA; Sistemas homogêneos e heterogêneos
3º ANO ENSINO MÉDIO;QUÍMICA; Classificação das substâncias
3º ANO ENSINO MÉDIO;QUÍMICA; Separação de misturas
3º ANO ENSINO MÉDIO;QUÍMICA; Separação de misturas
3º ANO ENSINO MÉDIO;QUÍMICA; Conceito de massa atômica, massa molecular e massa molar
3º ANO ENSINO MÉDIO;QUÍMICA; Conceito de massa atômica, massa molecular e massa molar
3º ANO ENSINO MÉDIO;QUÍMICA; Relações com massa molar
3º ANO ENSINO MÉDIO;QUÍMICA; Equação geral do gás ideal
3º ANO ENSINO MÉDIO;QUÍMICA; Equação de estado do gás ideal
3º ANO ENSINO MÉDIO;QUÍMICA; Mistura gasosa
3º ANO ENSINO MÉDIO;QUÍMICA; Densidade dos gases e lei de Graham
3º ANO ENSINO MÉDIO;QUÍMICA; Estudo geral dos ácidos
3º ANO ENSINO MÉDIO;QUÍMICA; Estudo geral das bases
3º ANO ENSINO MÉDIO;QUÍMICA; Reações de neutralização
3º ANO ENSINO MÉDIO;QUÍMICA; Estudo geral dos sais
3º ANO ENSINO MÉDIO;QUÍMICA; Estudo geral dos óxidos
3º ANO ENSINO MÉDIO;QUÍMICA; Poluição atmosférica
3º ANO ENSINO MÉDIO;QUÍMICA; Determinação de fórmulas
3º ANO ENSINO MÉDIO;QUÍMICA; Cálculos estequiométricos
3º ANO ENSINO MÉDIO;QUÍMICA; Relações volumétricas, reagente em excesso e reagente limitante
3º ANO ENSINO MÉDIO;QUÍMICA; Pureza e rendimento
3º ANO ENSINO MÉDIO;QUÍMICA; Soluções Assunto
3º ANO ENSINO MÉDIO;QUÍMICA; ppm e ppb
3º ANO ENSINO MÉDIO;QUÍMICA; Concentração em mol/L
3º ANO ENSINO MÉDIO;QUÍMICA; Diluição
3º ANO ENSINO MÉDIO;QUÍMICA; Mistura de soluções sem reação
3º ANO ENSINO MÉDIO;QUÍMICA; Mistura de soluções com reações
3º ANO ENSINO MÉDIO;QUÍMICA; Calor de reação e entalpia
3º ANO ENSINO MÉDIO;QUÍMICA; Entalpia de formacao – ?h de formacao
3º ANO ENSINO MÉDIO;QUÍMICA; Lei de Hess
3º ANO ENSINO MÉDIO;QUÍMICA; Energia de ligação
3º ANO ENSINO MÉDIO;QUÍMICA; Cinética química
3º ANO ENSINO MÉDIO;QUÍMICA; Fatores que influem na velocidade das reações
3º ANO ENSINO MÉDIO;QUÍMICA; Equilíbrio químico
3º ANO ENSINO MÉDIO;QUÍMICA; Deslocamento de equilíbrio
3º ANO ENSINO MÉDIO;QUÍMICA; Constante de ionização – Força dos eletrólitos
3º ANO ENSINO MÉDIO;QUÍMICA; pH
3º ANO ENSINO MÉDIO;QUÍMICA; Curvas de solubilidade
3º ANO ENSINO MÉDIO;QUÍMICA; Produto de solubilidade
3º ANO ENSINO MÉDIO;QUÍMICA; Número de oxidação (Nox)
3º ANO ENSINO MÉDIO;QUÍMICA; Pilhas
3º ANO ENSINO MÉDIO;QUÍMICA; Potencial de redução
3º ANO ENSINO MÉDIO;QUÍMICA; Eletrólise
3º ANO ENSINO MÉDIO;QUÍMICA; Lei de Faraday da eletrólise
3º ANO ENSINO MÉDIO;QUÍMICA; Propriedades coligativas das soluções
3º ANO ENSINO MÉDIO;QUÍMICA;Química B
3º ANO ENSINO MÉDIO;QUÍMICA; Introdução à atomística
3º ANO ENSINO MÉDIO;QUÍMICA; Modelo atômico de Böhr e distribuição eletrônica
3º ANO ENSINO MÉDIO;QUÍMICA; A tabela periódica: estrutura geral
3º ANO ENSINO MÉDIO;QUÍMICA; Ligação iônica
3º ANO ENSINO MÉDIO;QUÍMICA; Ligações covalente e metálica
3º ANO ENSINO MÉDIO;QUÍMICA; Polaridade – interações intermoleculares e solubilidade
3º ANO ENSINO MÉDIO;QUÍMICA; Radioatividade
3º ANO ENSINO MÉDIO;QUÍMICA; Introdução à química orgânica
3º ANO ENSINO MÉDIO;QUÍMICA; Petróleo: reações de combustão
3º ANO ENSINO MÉDIO;QUÍMICA; Nomenclatura de hidrocarbonetos
3º ANO ENSINO MÉDIO;QUÍMICA; Grupos orgânicos substituintes
3º ANO ENSINO MÉDIO;QUÍMICA; Nomenclatura de hidrocarbonetos ramificados
3º ANO ENSINO MÉDIO;QUÍMICA; Nomenclatura de compostos oxigenados e nitrogenados
3º ANO ENSINO MÉDIO;QUÍMICA; Reconhecimento de funções
3º ANO ENSINO MÉDIO;QUÍMICA; Isomeria plana
3º ANO ENSINO MÉDIO;QUÍMICA; Isomeria geométrica ou cis-trans
3º ANO ENSINO MÉDIO;QUÍMICA; Isomeria óptica
3º ANO ENSINO MÉDIO;QUÍMICA; Reações de substituição
3º ANO ENSINO MÉDIO;QUÍMICA; Reações de adição
3º ANO ENSINO MÉDIO;QUÍMICA; Oxidação de alquenos
3º ANO ENSINO MÉDIO;QUÍMICA; Principais reações envolvendo álcoois
3º ANO ENSINO MÉDIO;MATEMÁTICA; Conhecimentos numéricos: naturais e inteiros
3º ANO ENSINO MÉDIO;MATEMÁTICA; Conhecimentos numéricos: aritmética dos inteiros
3º ANO ENSINO MÉDIO;MATEMÁTICA; Conhecimentos numéricos: racionais e reais
3º ANO ENSINO MÉDIO;MATEMÁTICA; Conhecimentos algébricos: introdução às equações
3º ANO ENSINO MÉDIO;MATEMÁTICA; Inequações e equações
3º ANO ENSINO MÉDIO;MATEMÁTICA; Introdução à porcentagem
3º ANO ENSINO MÉDIO;MATEMÁTICA; Variações porcentuais
3º ANO ENSINO MÉDIO;MATEMÁTICA; Introdução às funções
3º ANO ENSINO MÉDIO;MATEMÁTICA; Funções dadas por f(x) = kx + b
3º ANO ENSINO MÉDIO;MATEMÁTICA; Função quadrática
3º ANO ENSINO MÉDIO;MATEMÁTICA; Funções e inequações
3º ANO ENSINO MÉDIO;MATEMÁTICA; Progressão aritmética.
3º ANO ENSINO MÉDIO;MATEMÁTICA; Progressão geométrica.
3º ANO ENSINO MÉDIO;MATEMÁTICA; Crescimentos e decrescimentos exponenciais
3º ANO ENSINO MÉDIO;MATEMÁTICA; Logaritmos
3º ANO ENSINO MÉDIO;MATEMÁTICA; Função exponencial e função logarítmica
3º ANO ENSINO MÉDIO;MATEMÁTICA; Crescimentos exponenciais e logarítmicos.
3º ANO ENSINO MÉDIO;MATEMÁTICA; Pensamento combinatório e princípio fundamental da contagem
3º ANO ENSINO MÉDIO;MATEMÁTICA; O problema da fila e o conceito de fatorial
3º ANO ENSINO MÉDIO;MATEMÁTICA; O problema do grupo
3º ANO ENSINO MÉDIO;MATEMÁTICA; Introdução a probabilidades
3º ANO ENSINO MÉDIO;MATEMÁTICA; Regra do “ou” e regra do “e”.
3º ANO ENSINO MÉDIO;MATEMÁTICA; Ciclo trigonométrico
3º ANO ENSINO MÉDIO;MATEMÁTICA; Seno e cosseno de um arco trigonométrico
3º ANO ENSINO MÉDIO;MATEMÁTICA; Função seno e função cosseno
3º ANO ENSINO MÉDIO;MATEMÁTICA; Números complexos
3º ANO ENSINO MÉDIO;MATEMÁTICA; Polinômios e Equações polinomiais
3º ANO ENSINO MÉDIO;MATEMÁTICA; Divisão de polinômios, divisão por x - ?
3º ANO ENSINO MÉDIO;MATEMÁTICA; Equações polinomiais
3º ANO ENSINO MÉDIO;MATEMÁTICA;Matemática B
3º ANO ENSINO MÉDIO;MATEMÁTICA; Conhecimentos de estatística e probabilidade: representando e analisando dados através de gráficos
3º ANO ENSINO MÉDIO;MATEMÁTICA; Conhecimentos de estatística e probabilidade: representando e analisando dados através de tabelas
3º ANO ENSINO MÉDIO;MATEMÁTICA; Conhecimentos de estatística e probabilidade: estatística descritiva
3º ANO ENSINO MÉDIO;MATEMÁTICA; Conhecimentos geométricos: introdução às figuras geométricas planas
3º ANO ENSINO MÉDIO;MATEMÁTICA; Polígonos e circunferências
3º ANO ENSINO MÉDIO;MATEMÁTICA; Simetrias e congruências
3º ANO ENSINO MÉDIO;MATEMÁTICA; Semelhança de triângulos
3º ANO ENSINO MÉDIO;MATEMÁTICA; O triângulo retângulo
3º ANO ENSINO MÉDIO;MATEMÁTICA; A trigonometria no triângulo retângulo
3º ANO ENSINO MÉDIO;MATEMÁTICA; Relações trigonométricas em triângulos
3º ANO ENSINO MÉDIO;MATEMÁTICA; Áreas de polígonos
3º ANO ENSINO MÉDIO;MATEMÁTICA; Circunferência e círculo
3º ANO ENSINO MÉDIO;MATEMÁTICA; Áreas de figuras planas
3º ANO ENSINO MÉDIO;MATEMÁTICA; Visão espacial, sólidos e suas planificações
3º ANO ENSINO MÉDIO;MATEMÁTICA; Paralelepípedos e cubos
3º ANO ENSINO MÉDIO;MATEMÁTICA; Prismas
3º ANO ENSINO MÉDIO;MATEMÁTICA; Pirâmides
3º ANO ENSINO MÉDIO;MATEMÁTICA; Sólidos de revolução
3º ANO ENSINO MÉDIO;MATEMÁTICA; Outros exemplos de sólidos de revolução
3º ANO ENSINO MÉDIO;MATEMÁTICA; Sistemas de coordenadas
3º ANO ENSINO MÉDIO;MATEMÁTICA; Medidas num sistema de coordenadas
3º ANO ENSINO MÉDIO;MATEMÁTICA; Determinantes e áreas
3º ANO ENSINO MÉDIO;MATEMÁTICA; Equação de uma reta
3º ANO ENSINO MÉDIO;MATEMÁTICA; Usando a equação de uma reta
3º ANO ENSINO MÉDIO;MATEMÁTICA; Posições relativas entre duas retas
3º ANO ENSINO MÉDIO;MATEMÁTICA; Posições relativas entre um ponto e uma reta
3º ANO ENSINO MÉDIO;MATEMÁTICA; Equação de uma circunferência
3º ANO ENSINO MÉDIO;MATEMÁTICA; Posições relativas entre uma reta e uma circunferência
3º ANO ENSINO MÉDIO;MATEMÁTICA; A geometria analítica e os sistemas lineares
3º ANO ENSINO MÉDIO;FILOSOFIA; Introdução à Filosofia
3º ANO ENSINO MÉDIO;FILOSOFIA; Filosofia grega I
3º ANO ENSINO MÉDIO;FILOSOFIA; Filosofia grega II
3º ANO ENSINO MÉDIO;FILOSOFIA; Filosofia grega III
3º ANO ENSINO MÉDIO;FILOSOFIA; Filosofia moderna I: racionalismo
3º ANO ENSINO MÉDIO;FILOSOFIA; Filosofia moderna II: ciências
3º ANO ENSINO MÉDIO;FILOSOFIA; Filosofia moderna III: empirismo
3º ANO ENSINO MÉDIO;FILOSOFIA; Filosofia moderna IV: criticismo
3º ANO ENSINO MÉDIO;FILOSOFIA; Crítica à razão: Nietzsche e Foucault
3º ANO ENSINO MÉDIO;FILOSOFIA; Crítica à razão: Escola de Frankfurt
3º ANO ENSINO MÉDIO;FILOSOFIA; Ética
3º ANO ENSINO MÉDIO;FILOSOFIA; Estética
3º ANO ENSINO MÉDIO;SOCIOLOGIA; Introdução às ciências Sociais
3º ANO ENSINO MÉDIO;SOCIOLOGIA; Relações sociais e identidade
3º ANO ENSINO MÉDIO;SOCIOLOGIA; Instituições sociais e coerção
3º ANO ENSINO MÉDIO;SOCIOLOGIA; Trabalho e economia
3º ANO ENSINO MÉDIO;SOCIOLOGIA; Castas, estamentos e classes sociais
3º ANO ENSINO MÉDIO;SOCIOLOGIA; Modos de produção e formações sociais
3º ANO ENSINO MÉDIO;SOCIOLOGIA; Modo de produção capitalista
3º ANO ENSINO MÉDIO;SOCIOLOGIA; Ciência Política
3º ANO ENSINO MÉDIO;SOCIOLOGIA; Estado e poder político
3º ANO ENSINO MÉDIO;SOCIOLOGIA; Partidos políticos e democracia
3º ANO ENSINO MÉDIO;SOCIOLOGIA; Evolução e revolução
3º ANO ENSINO MÉDIO;SOCIOLOGIA; Cultura e Antropologia
3º ANO ENSINO MÉDIO;SOCIOLOGIA; Cultura, conhecimento e poder
3º ANO ENSINO MÉDIO;SOCIOLOGIA; Cultura, memória e mídia
3º ANO ENSINO MÉDIO;SOCIOLOGIA; Indústria cultural e diversidade no Brasil
3º ANO ENSINO MÉDIO;SOCIOLOGIA; Brasil: da cultura popular ao pop
